method,pair_name,role,image_dir,requested_dev,used_cpu,return_code,elapsed_sec,n_images_parsed,mean_image_score,max_image_score,mean_flagged_ratio,mean_confidence,error_summary,stdout_log,stderr_log
lsb,pre_secret_vs_secret,pre_secret,data/baseline/2/results_raw/lsb/pre_secret,0,False,0,856.0621728897095,15,0.036666666666666674,0.5,0.11666666666666667,0.5066666666666666,,data/baseline/2/aletheia_outputs/logs/lsb_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/lsb_pre_secret_vs_secret_pre_secret_stderr.txt
lsb,pre_secret_vs_secret,secret,data/baseline/2/results_raw/lsb/secret,0,False,0,837.1434926986694,15,0.036666666666666674,0.5,0.11666666666666667,0.5044444444444445,,data/baseline/2/aletheia_outputs/logs/lsb_pre_secret_vs_secret_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/lsb_pre_secret_vs_secret_secret_stderr.txt
original,cover_vs_stego,cover,data/baseline/2/results_raw/original/cover,0,False,0,841.2082271575928,15,0.045000000000000005,1.6,0.05,0.5066666666666666,,data/baseline/2/aletheia_outputs/logs/original_cover_vs_stego_cover_stdout.txt,data/baseline/2/aletheia_outputs/logs/original_cover_vs_stego_cover_stderr.txt
original,cover_vs_stego,stego,data/baseline/2/results_raw/original/stego,0,False,0,837.0245411396027,15,0.2983333333333334,1.0,0.35,0.5155555555555555,,data/baseline/2/aletheia_outputs/logs/original_cover_vs_stego_stego_stdout.txt,data/baseline/2/aletheia_outputs/logs/original_cover_vs_stego_stego_stderr.txt
original,pre_secret_vs_secret,pre_secret,data/baseline/2/results_raw/original/pre_secret,0,False,0,838.1168720722198,15,0.03833333333333334,0.5,0.11666666666666667,0.5066666666666666,,data/baseline/2/aletheia_outputs/logs/original_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/original_pre_secret_vs_secret_pre_secret_stderr.txt
original,pre_secret_vs_secret,secret,data/baseline/2/results_raw/original/secret,0,False,0,828.5916950702667,15,0.03833333333333334,0.5,0.11666666666666667,0.5155555555555555,,data/baseline/2/aletheia_outputs/logs/original_pre_secret_vs_secret_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/original_pre_secret_vs_secret_secret_stderr.txt
spread_spectrum,cover_vs_stego,cover,data/baseline/2/results_raw/spread_spectrum/cover,0,False,0,852.3548069000244,15,0.045000000000000005,1.6,0.05,0.5111111111111112,,data/baseline/2/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_cover_stdout.txt,data/baseline/2/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_cover_stderr.txt
spread_spectrum,cover_vs_stego,stego,data/baseline/2/results_raw/spread_spectrum/stego,0,False,0,838.742104768753,15,0.12000000000000002,1.0,0.18333333333333332,0.5022222222222222,,data/baseline/2/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_stego_stdout.txt,data/baseline/2/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_stego_stderr.txt
spread_spectrum,pre_secret_vs_secret,pre_secret,data/baseline/2/results_raw/spread_spectrum/pre_secret,0,False,0,838.1321263313293,15,0.036666666666666674,0.5,0.11666666666666667,0.5133333333333333,,data/baseline/2/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_pre_secret_stderr.txt
spread_spectrum,pre_secret_vs_secret,secret,data/baseline/2/results_raw/spread_spectrum/secret,0,False,0,836.3890235424042,15,5.735000000000001,30.5,0.25,0.5,,data/baseline/2/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_secret_stderr.txt
statistical,cover_vs_stego,cover,data/baseline/2/results_raw/statistical/cover,0,False,0,840.0591154098511,15,0.045000000000000005,1.6,0.05,0.5066666666666666,,data/baseline/2/aletheia_outputs/logs/statistical_cover_vs_stego_cover_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_cover_vs_stego_cover_stderr.txt
statistical,cover_vs_stego,stego,data/baseline/2/results_raw/statistical/stego,0,False,0,837.101083278656,15,0.2983333333333334,1.0,0.35,0.5111111111111111,,data/baseline/2/aletheia_outputs/logs/statistical_cover_vs_stego_stego_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_cover_vs_stego_stego_stderr.txt
statistical,pre_secret_vs_secret,pre_secret,data/baseline/2/results_raw/statistical/pre_secret,0,False,0,843.0080745220184,15,0.036666666666666674,0.5,0.11666666666666667,0.5066666666666666,,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_pre_secret_stderr.txt
statistical,pre_secret_vs_secret,secret,data/baseline/2/results_raw/statistical/secret,0,False,0,841.8709979057312,15,0.10166666666666667,1.1,0.23333333333333334,0.5,,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_secret_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_secret_stderr.txt
